sku;family;categories;total_megapixels;maximum_video_resolution;maximum_frame_rate;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
1077553;webcams;webcams,cameras_sales,d_link;;;30;;;;;"D-Link is pleased to introduce the latest product in Internet camera technology. The D-Link SECURICAM Network™ DCS-3220 Internet Camera is a full-featured surveillance system that connects to an Ethernet broadband network to provide remote high-quality video and audio.\n\nYou can access and control the DCS-3220 Internet Camera using Internet Explorer version 6. Watch and listen remotely as the DCS-3220 captures both sound and video of your site.\n\nThe DCS-3220 Internet Camera takes surveillance to another level using 2-way audio1. By adding a powered speaker to the DCS-3220, you can now remotely talk to anyone at your camera site.\n\nThe DCS-3220 uses a CCD sensor that provides sharp video images with lifelike color representation. It also features 4x digital zoom2 for close-up viewing using the Web interface. Plus, with low light sensitivity, it has the capability to monitor and record video in rooms with minimal lighting, making it ideal to use at night.\n\nThe DCS-3220 Internet Camera adheres to the Universal Plug & Play (UPnP™) specification which allows computers running Windows® XP/Me to automatically recognize the DCS-3220 and add it to the network. The DCS-3220 can be accessed and viewed from “My Network Places” as a device on the network.\n\nBy signing up with one of the many free Dynamic DNS services available on the Web, you can assign an easy-to-remember name and domain to the camera (e.g. www.mycamera.myddns.com). This allows you to remotely access your camera without having to remember the IP address, even if it has been changed by your Internet Service Provider.\n\nEverything needed to get started is included with the DCS-3220 Internet Camera. Simple installation procedures, along with the built-in Web-based interface offer easy integration into your network environment. Powerful surveillance software is included to enhance the monitoring and management of the DCS-3220, allowing you to archive video straight to the hard drive, playback video, monitor as many as 16 cameras on a single screen, and set up motion detection to trigger video/audio recording and e-mail alerts. The DCS-3220 is a cost-effective and versatile security solution for your home or business.\n\n<i>1- 2-way audio requires a powered speaker to be connected to the camera (not included).\n2- 4x digital zoom enlarges an image by magnifying the pixels in a selected portion of the image by 4 times.</i>";"10/100TX Fast Ethernet 2-Way Audio Internet Camera";;;"D-Link 10/100TX Fast Ethernet 2-Way Audio Internet Camera";2007-08-09;images/1077553-5275.jpg;"809.46 USD"
10894605;webcams;webcams,cameras_sales,cisco;2.7;1280-x-720;30;;;;;"- The Cisco TelePresence portfolio creates an immersive, face-to-face experience over the network-empowering you to collaborate with others like never before. Through a powerful combination of technologies and design that allows you and remote participants to feel as if you are all in the same room, the Cisco TelePresence portfolio has the potential to provide great productivity benefits and transform your business. Many organizations are already using it to control costs, make decisions faster, improve customer intimacy, scale scarce resources, and speed products to market.\n\n<b>Product Overview</b>\n\nCisco TelePresence PrecisionHD USB Camera is the first USB camera to deliver true HD business-quality video. Maximized for use with HD PC video applications, the camera delivers crystal clear 720p at 30 frames per second.";"PrecisionHD USB Camera - SPARE, 1 camera, comes with power cord attached";;;"Cisco PrecisionHD";2011-09-07;images/10894605-8327.jpg;"608.21 EUR,127.51 USD"
10959422;webcams;webcams,cameras_sales,icidu;;640-x-480;30;;;"Cette webcam vous donne la oppertunity d'avoir une conversation face-à-face avec vos amis autour du globe. En raison de la construction dans mircrophone vous n'avez pas besoin d'un casque supplémentaire.";"VGA Webcam avec microphone";"This webcam gives you the opportunity to have a face-to-face conversation with your friends around the globe. With the build in mircrophone you don't need an extra headset.";"VGA Webcam with microphone";"Diese Webcam bietet Ihnen die oppertunity eine face-to-face Gespräch mit Ihren Freunden auf der ganzen Welt haben. Durch den mircrophone brauchen Sie nicht einem extra Headset.";"VGA Webcam mit Mikrofon";"ICIDU VGA Webcam with microphone";2011-09-09;images/10959422-2194.jpg;"540.91 EUR"
10959423;webcams;webcams,cameras_sales,icidu;;1280-x-1024;30;;;"Avec cette webcam, vous pouvez établir un contact direct avec vos amis. La haute résolution et d'un microphone vous assure d'une bonne arrivage à l'autre côté.";"1.3 Megapixel webcam avec microphone";"With this webcam you can establish live contact with your friends. The high resolution and microphone ensures you good quility pictures and sound at the other side.";"1.3 Megapixel webcam with microphone";"Mit dieser Webcam können Sie Live-Kontakt mit Ihren Freunden etablieren. Die hohe Auflösung und Mikrofon gewährleistet Sie von einem guten Empfangspunkt auf der anderen Seite.";"1.3 Megapixel webcam mit Mikrofon";"ICIDU 1.3 Megapixel webcam with microphone";2011-09-09;images/10959423-2323.jpg;"740.59 EUR,241.54 USD"
10959424;webcams;webcams,cameras_sales,icidu;12;1280-x-720;30;;;"Pour la meilleure qualité pour votre chat vidéo, vous utilisez l'ICIDU webcam HD. Des images nettes et son excellent grâce au la microphone.";"HD Webcam 720P";"For the best quality video chat you use the ICIDU HD webcam. Sharp images and excellent sound with the build in microphone.";"HD Webcam 720P";"Für die beste Qualität für Ihre Video-Chat brauchen Sie die ICIDU HD Webcam. Scharfe Bilder und exzellenten Klang durch das Mikrofon.";"HD Webcam 720P";"ICIDU HD Webcam 720P";2011-09-09;images/10959424-8604.jpg;"218.71 EUR,932.29 USD"
11090767;webcams;webcams,cameras_sales,microsoft;5;1280-x-720;30;;;;;"<b>HD Video On The Go</b>\nThis full-featured webcam delivers smooth, detailed video and crystal-clear audio.\n\n<b>True 720p HD video</b>\nRecords true HD-quality video at up to 30 fps.\n\n<b>Auto Focus</b>\nImages stay sharp and detailed even during close-ups.\n\n<b>High-precision glass element lens</b>\nDelivers more accurate colors and sharper video.\n\n<b>ClearFrame Technology</b>\nDelivers smooth, detailed video, even in low light conditions.\n\n<b>Digital Microphone</b>\nWith noise cancelling technology, helps improve speech quality for crystal clear audio.\n\n<b>TrueColor Technology</b>\nAutomatically controls exposure for bright and colorful video.\n\n<b>Aluminum Body</b>\nLight weight with improved the durability of the webcam body.\n\n<b>Flexible Stand</b>\nBends, folds and shapes for the best angle on laptop screens, flat panels, and traditional monitors.\n\n<b>Optimized for Windows Live</b>\nThe perfect complement to Windows Live Messenger with easy setup and use. It just makes sense that you get a great HD experience with Microsoft LifeCams and Windows Live Messenger.\n\n<b>Windows Live Movie Maker</b>\nStart a movie project with one click, and then upload widescreen video to social networking sites, with Windows Vista or later. (Broadband may be required.)\n\n<b>Windows Live Photo Gallery</b>\nEasily upload a photo that you can edit, tag, and share with friends and family.\n\n<b>Windows Live Call Button</b>\nThe easy way to start a video call with Windows Live Messenger,. (Requires Windows Vista or later, and call resolution depends on messaging client.)\n\n<b>Video Effects</b>\nDiscover a fun way to express yourself with these entertaining video effects built into the LifeCam dashboard.\n\n<b>Broad IM Compatibility</b>\nBasic video and audio functionality with Windows Live Messenger, AOL Instant Messenger, Yahoo! Messenger, Microsoft Office Communicator, Skype.";"LifeCam Cinema 50 Pack, CMOS, 5MP, 1280 x 720 px, 30 fps, USB 2.0, 95.3 g, Black";;;"Microsoft LifeCam Cinema 50 Pack";2011-09-25;images/11090767-332.jpg;"524.21 EUR,839.01 USD"
11120862;webcams;webcams,cameras_sales,logitech;;1280-x-720;;;;;;"<b>Get comfy with HD video calling. Now on compatible Skype-enabled TVs</b>\n\n<b>HD video calls on compatible HDTVs</b>\nYou can see and hear your loved ones in HD 720p video on compatible HDTVs—as if they were in the room with you.\n\n<b>Designed for Skype-enabled TVs</b>\nIt’s easy to set up and use with compatible Skype-enabled HDTVs. And you can Skype anyone with Skype on their PC or TV.\n\n<b>Living-room approved</b>\nThis is no ordinary webcam. It’s designed so you can sit back and relax on the couch in front of your TV.";"TV Cam for Skype - HD 720p, 78-degree wide-angle lens, USB, Black";;;"Logitech TV Cam f/ Skype";2011-10-02;;"501.18 USD"
11227609;webcams;webcams,cameras_sales,microsoft;1;1280-x-720;30;;;;;"<b>Put yourself on the widescreen</b>\n\nThis true HD camera gives you bright and colorful video, and makes it easy to post to your favorite social sites.\n\n<b>True 720p HD video</b>\nRecords true HD-quality video at up to 30 fps.\n\n<b>16:9 widescreen</b>\nOffers cinematic video recording.\n\n<b>TrueColor Technology</b>\nTrueColor technology automatically delivers bright and colorful video, in virtually all lighting conditions.\n\n<b>Noise Cancelling Microphone</b>\nCrystal-clear audio and built-in unidirectional microphone with acoustic noise cancellation.\n\n<b>Universal Attachment Base</b>\nWorks on your desktop, laptop, or notebook.";"HD-3000, 1280 x 720, 720p, 16:9, 30 fps, 68.5°, USB 2.0, black";;;"Microsoft LifeCam HD-3000 for Business";2011-10-19;images/11227609-4358.jpg;
11332966;webcams;webcams,cameras_sales,logitech;;1920-x-1080;;;;"Vidéo en Full HD 1080p plus rapide, plus fluide et qui fonctionne sur plus d'ordinateurs grâce à la norme vidéo H.264.\n\n<b>Appels vidéo en Full HD 1080p sur Skype®</b>\nVos proches vous voient tel que vous êtes en clarté Full HD époustouflante, uniquement sur la webcam C920 et Skype.\n\n<b>Norme vidéo H.264</b>\nVous profitez d'une vidéo plus rapide et plus fluide et d'une meilleure qualité d'image sur votre ordinateur grâce à l'encodage H.264, la norme industrielle pour la vidéo HD.\n\n<b>Appels vidéo HD 720p</b>\nVous bénéficiez d'appels vidéo 720p sur les principaux services de messagerie instantanée, y compris Windows Live™ Messenger, et sur Logitech Vid HD.\n\n<b>Enregistrement Full HD 1080p</b>\nVous pouvez enregistrer des vidéos grand format époustouflantes en Full HD 1080p avec 30 images par seconde (ips). De plus, avec l'encodage H.264, votre ordinateur n'a pas besoin de travailler aussi dur pour que vous obteniez des vidéos impeccables.\n\n<b>Sur Facebook en un seul clic®</b>\nVous pouvez facilement capturer des vidéos HD (1080p) et les télécharger en quelques secondes sur Facebook, Twitter™ ou YouTube™ grâce à la technologie de compression avancée H.264.\n\n<b>Mise au point automatique</b>\nLa mise au point automatique à 20 paliers est plus réactive, plus sensible et plus intelligente. Que vos enfants n'arrêtent pas de bouger ou que vous essayiez de capturer vos derniers pas de danse, la webcam C920 offre des images d'une netteté irréprochable (à partir de 10 cm) en toutes circonstances.\n\n<b>Optique Carl Zeiss®</b>\nVous profitez d'images d'une netteté remarquable grâce à la lentille conçue en collaboration avec les pionniers du secteur.\n\n<b>Son stéréo naturel</b>\nSoyez certain que vos proches entendent votre vraie voix grâce au jeu de micros doubles stéréo.\n\n<b>Fixation de montage stable</b>\nLa fixation polyvalente avec rebords en caoutchouc permet de tenir votre webcam en place sur l'écran de votre ordinateur de bureau ou portable. De plus, vous pouvez même la monter sur un trépied.\n\n<b>Instantanés de 15 mégapixels</b>\nVous pouvez envoyer des clichés de 15 mégapixels (avec interpolation logicielle) à vos amis et à votre famille.";"HD Pro Webcam C920 - Full HD 1080p 1920 x 1080, USB 2.0";"<b>Full HD 1080p video calling on Skype®</b>\nYour loved ones will see the real you in breathtaking Full HD clarity—only on the C920 and Skype.\n\n<b>H.264 video standard</b>\nYou’ll enjoy faster, smoother video and better image quality with less demand on your computer thanks to H.264 encoding—the industry standard for HD video.\n\n<b>HD 720p video calls</b>\nYou’ll get 720p video calling on most major instant messaging services, including Windows Live™ Messenger, and Logitech Vid HD.\n\n<b>Full HD 1080p recording</b>\nYou can record in breathtaking, widescreen Full HD 1080p at 30 frames-per-second (fps). Plus, with H.264 encoding, your computer doesn’t have to work as hard for you to get great video.\n\n<b>One-click to Facebook®</b>\nYou can easily capture HD video (1080p) and upload in no time to Facebook, Twitter™ or YouTube™—thanks to H.264, an advanced compression technology.\n\n<b>Autofocus</b>\nThe 20-step autofocus is more responsive, more sensitive and more intelligent. So whether your kids won’t stop moving or you’re trying to capture your latest dance moves, the C920 delivers razor-sharp images (from 10 cm and beyond) for every occasion.\n\n<b>Carl Zeiss® optics</b>\nYou’ll enjoy razor-sharp images from a lens designed with the help of one of the pioneers in the industry.\n\n<b>Natural stereo audio</b>\nYou can be sure your loved ones will hear the real you thanks to dual stereo mics.\n\n<b>Stable mounting clip</b>\nThe versatile clip with rubberized bumpers helps hold your webcam securely in place on your desktop or laptop monitor. Plus, it’ll even mount on a tripod.\n\n<b>15-megapixel snapshots</b>\nYou can send brilliant 15-megapixel snapshots (software enhanced) to the people you care about.";"HD Pro Webcam C920 - Full HD 1080p 1920 x 1080, USB 2.0";"<b>Full HD-Videogespräche in 1080p über Skype®</b>\nIhre Familie und Freunde sehen Sie in lebensechten und gestochen scharfen Bildern in Full HD-Qualität – nur über die C920 und Skype.\n\n<b>H.264-Videostandard</b>\nGenießen Sie schnellere, flüssigere Videos und bessere Bildqualität, ohne dabei die Leistung Ihres Computers zu beeinträchtigen – dank H.264-Kodierung, dem Industriestandard für HD-Video.\n\n<b>HD-Videogespräche in 720p</b>\nSie können Videogespräche in 720p mit den meisten Instant Messengern, inklusive Windows Live™ Messenger, und Logitech Vid™ HD führen.\n\n<b>Full HD-Videoaufnahmen in 1080p</b>\nZeichnen Sie Ihr Video im atemberaubenden Breitbildformat mit Full HD 1080p-Auflösung bei 30 Bildern pro Sekunde auf. Und dank der H.264-Kodierung wird die Leistung des Computers nahezu nicht beeinträchtigt.\n\n<b>1-Klick-Upload auf Facebook®</b>\nSie können ganz einfach HD-Videos (1080p) erfassen und im Handumdrehen auf Facebook, Twitter™ oder YouTube™ hochladen – dank der anspruchsvollen H.264-Komprimierungstechnologie.\n\n<b>Autofokus</b>\nDer 20-stufige Autofokus reagiert schneller, sensibler und intelligenter. Egal, ob Ihre Kinder nicht stillhalten können oder Sie Ihre neuesten Dance Moves festhalten möchten – die C920 liefert immer gestochen scharfe Bilder (10 cm und weiter).\n\n<b>Carl Zeiss®-Optik</b>\nDas unter Mitwirkung eines der Pioniere der Branche entwickelte Objektiv garantiert gestochen scharfe Bilder.\n\n<b>Realistischer Stereoklang</b>\nDank zwei Stereomikrofonen hören Ihre Familie und Freunde Ihre Stimme ganz natürlich.\n\n<b>Stabiler Befestigungsclip</b>\nMit dem flexiblen gummierten Befestigungsclip können Sie Ihre Webcam sicher an Ihrem PC oder Notebook befestigen. Sie können auch das Stativ verwenden.\n\n<b>15-Megapixel-Schnappschüsse</b>\nSenden Sie brillante 15-Megapixel-Schnappschüsse (Software-interpoliert) an die Menschen, die Ihnen wichtig sind.";"HD Pro Webcam C920 - Full HD 1080p 1920 x 1080, USB 2.0";"Logitech HD Pro C920";2011-11-04;;
11769804;webcams;webcams,cameras_sales,logitech;;1920-x-1080;;;;;;"<b>Smoother. Sharper. Richer. Clearer.</b>\nLogitech Fluid Crystal™ Technology. It’s what makes a Logitech webcam better. It’s smoother video, sharper pictures, richer colors and clearer sound in real-world conditions.\n\n<b>Record in Full HD 1080p</b>\nKeep everyone up to date with breathtaking Full HD 1080p video recording with autofocus.\n\n<b>Call in HD 720p</b>\nEnjoy widescreen HD 720p video on most major IMs and Logitech Vid™ HD.\n\n<b>HD your Facebook®</b>\nOne-click HD upload (1080p) to Facebook, Twitter™ and YouTube® makes it easy to share your life with friends and family.\n\nWindows® Mac® Yes.\n\niChat® Skype™ FaceTime® Yes, again. This webcam works with your computer and all major video-calling software.";"C615, 8MP, 1920x1080, USB 2.0, black";;;"Logitech C615";2011-11-18;;"629.6 EUR,87.36 USD"
11783067;webcams;webcams,cameras_sales,cisco;2.7;1280-x-720;30;;;;;"- The Cisco TelePresence portfolio creates an immersive, face-to-face experience over the network-empowering you to collaborate with others like never before. Through a powerful combination of technologies and design that allows you and remote participants to feel as if you are all in the same room, the Cisco TelePresence portfolio has the potential to provide great productivity benefits and transform your business. Many organizations are already using it to control costs, make decisions faster, improve customer intimacy, scale scarce resources, and speed products to market.\n\n<b>Product Overview</b>\n\nCisco TelePresence PrecisionHD USB Camera is the first USB camera to deliver true HD business-quality video. Maximized for use with HD PC video applications, the camera delivers crystal clear 720p at 30 frames per second.";"PrecisionHD USB Camera - 10 Pack, cameras come with power cord attached";;;"Cisco PrecisionHD";2011-11-23;images/11783067-5634.jpg;"549.15 EUR,793.71 USD"
11799744;webcams;webcams,cameras_sales,microsoft;;1280-x-720;30;;;;;"<b>Put yourself on the widescreen</b>\n\nThis true HD camera gives you bright and colorful video, and makes it easy to post to your favorite social sites.\n\n<b>True 720p HD video</b>\nRecords true HD-quality video at up to 30 fps.\n\n<b>16:9 widescreen</b>\nOffers cinematic video recording.\n\n<b>TrueColor Technology</b>\nTrueColor technology automatically delivers bright and colorful video, in virtually all lighting conditions.\n\n<b>Noise Cancelling Microphone</b>\nCrystal-clear audio and built-in unidirectional microphone with acoustic noise cancellation.\n\n<b>Universal Attachment Base</b>\nWorks on your desktop, laptop, or notebook.";"HD-3000, 1280 x 720, 720p, 16:9, 30 fps, 68.5°, USB 2.0, black";;;"Microsoft HD-3000";2011-11-23;images/15743_11799744-4546.jpg;"728.9 EUR,540.76 USD"
11856747;webcams;webcams,cameras_sales,hp;;;30;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />La webcam HD haut de gamme HP 5210 offre un flux vidéo plus rapide, plus nette et plus agréable en utilisant une bande passante bien moindre. Une technologie fantastique et des fonctionnalités avancées comme vous n'en avez jamais rencontrées auparavant.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;La technologie révolutionnaire H.264 équipe le HP HD 5210. La qualité de l'image est tellement élevée que ce modèle a reçu la certification Skype®.s Cette homologation est la seule à garantir de véritables conversations vidéo HD avec le codec H.264 HD sur Skype® .<br /><br />\n&bull;&nbsp;Vous serez conquis par les images de qualité Blu-ray Intel® que vous pouvez enregistrer. Si vous recherchez la résolution la plus élevée et la qualité vidéo la plus spectaculaire dans un format écran large véritable, cette webcam qui offre un mode HD écran large 1920 x 1080 de série est faite pour vous.<br /><br />\n&bull;&nbsp;Les fonctions autofocus et auto-exposition à la lumière HP TrueVision sont incluses. Suivi des visages et zoom numérique 5x. Cette pince polyvalente et pivotante (rotation 270°/inclinaison 30°) s'adapte partout. La conception ultra-compacte met en évidence l'objectif doté d'un verre de qualité.<br /><br />\n&bull;&nbsp;Avez-vous jamais vu quelque chose d'aussi facile ? Téléchargement en un seul clic pour partager avec votre monde en ligne.  Vous avez un accès rapide à Facebook, YouTube et, pour la première fois, à Twitter et à Flickr.<br /><br />\n&bull;&nbsp;Des matériaux haut de gamme avec un métal brossé séduisant donnent du style à ce modèle ultra-compact.  Et, même si la HD 5210 a une taille de presque la moitié de celle de webcams comparables, elle renferme davantage de technologie.\n";"HP HD-5210 Webcam";"- HP's HD 5210 high-end webcam streams faster, clearer and smoother video over much less bandwidth. It's superb technology and advanced features than you've experienced before.\n- The ground-breaking H.264 technology is right here in the HP HD 5210. Your image quality is so high, it’s been Skype-certified. That stamp of approval is the only way to ensure true H.264 HD web chats via Skype.\n- You'll be amazed by the Blu-ray quality images you can record. If you're looking for the highest resolution and the most spectacular video quality in true widescreen format, this webcam with a native HD 1920 x 1080 widescreen was made just for you.\n- Auto-focus and HP's TrueVision auto-light exposure are included. Face tracking and 5x digital zoom capabilities. Versatile swivel clip—270° pan/30° tilt—mounts anywhere. Ultra-compact design highlights the premium glass component lens.\n- Have you ever seen it this easy? Just a 1 click upload and you're sharing with your on-line world. You've got fast access to Facebook, YouTube and for the first time- Twitter & Flickr.\n- High-end materials with attractive brushed metal trim frame this ultra- compact style. And, although the HD 5210 is almost 1/2 the size of comparable webcams, it's packed with more technology.";"1920 x 1080 Webcam, 5x digital zoom, H.264, 270° pan/30° tilt, 112g";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Die hochwertige HP HD 5210 Webcam überträgt Videos per Streaming schnell, exakt und reibungslos bei wesentlich geringerer Bandbreite. Profitieren Sie von noch nie da gewesener herausragender Technologie und innovativen Funktionen.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Die bahnbrechende H.264-Technologie ist Bestandteil der HP HD 5210. Die Bildqualität ist so hoch, dass sie Skype®-zertifiziert wurde. Nur mit dieser Auszeichnung sind H.264-basierte HD-Web-Chats über Skype® gewährleistet.<br /><br />\n&bull;&nbsp;Die Blu-ray-®-Qualität der aufgezeichneten Bilder ist beeindruckend. Wenn Sie maximale Auflösung und spektakuläre Videoqualität im Breitbildformat wünschen, dann ist diese Webcam mit nativem HD-Widescreen (1.920 x 1.080) wie für Sie geschaffen.<br /><br />\n&bull;&nbsp;Autofokus und die über HP TrueVision verfügbare automatische Belichtung sind im Lieferumfang enthalten. Gesichtserkennung und digitales Zoomen (Fünffachzoom). Die vielseitig einsetzbare Befestigung bietet 270° Schwenkwinkel/30° Neigungswinkel und lässt sich überall anbringen. Das äußerst kompakte Design unterstreicht die erstklassige Glaslinse.<br /><br />\n&bull;&nbsp;War es jemals einfacher? Einmal klicken zum Hochladen, und schon stehen Ihre Inhalte für Ihre Onlinekontakte bereit.  Es besteht schneller Zugriff auf Facebook, YouTube und zum ersten Mal auch auf Twitter und Flickr.<br /><br />\n&bull;&nbsp;Hochwertige Materialien mit attraktiver gebürsteter Metallleiste runden das äußerst kompakte Design ab.  Obwohl die HD 5210 nur etwa halb so groß wie vergleichbare Webcams ist, ist sie mit mehr Technik ausgestattet.\n";"HP HD-5210 Webcam";"HP HD-5210";2011-12-02;images/11856747-2404.jpg;"75.21 EUR,530.94 USD"
11881648;webcams;webcams,cameras_sales,lg;2;1280-x-720;30;;;"<b>Caméra Skype</b>\nCaméra Skype pour TV LCD séries LW650S LW659S LW570S LW579S LW5500 LW5590 LV570S LV5500 (32’’ et +) / LV5300 / LV375S et TV Plasma série PZ950S.\n\nCette caméra Skype est compatible avec tous les téléviseurs Smart TV 2011. Connectez-vous à Skype et communiquez avec vos proches en toute simplicité !";"AN-VC300, CMOS, 2.0MP, 1280 x 720, 30fps, USB 2.0, 2.1W, Noire";"<b>TV Skype® Camera</b>\nDo you use Skype®?\nWith LG you have the capability to make free video and voice calls over the Internet, on your TV, using Skype®. Get the LG Skype® Web Camera and keep in touch with family and friends.\n\n<b>Features:</b>\n- built-in microphone;\n- 30f/s (@VGA);\n- 2.0 Megapixel;\n- CMOS.";"AN-VC300, CMOS, 2.0MP, 1280 x 720, 30fps, USB 2.0, 2.1W, Black";;;"LG AN-VC300 webcam";2011-12-06;images/11881648-7170.jpg;"874.28 EUR,577.32 USD"
